paper_code,paper_name,unit_title,category,difficulty,question,answer,source_type
PM,Performance Management,Decision Making,Decision Making,Medium,"Here’s a mini-problem: faced with Decision Making, what’s the right approach?",Recognize the underlying concept in Decision Making and act accordingly.,Mini-problem
PM,Performance Management,Variance,Variance,Easy,"Quick check: under Variance, how should this issue be treated?",The correct response is to follow the principle that governs Variance.,Mini-problem
PM,Performance Management,Variance,Variance,Easy,"Here’s a mini-problem: faced with Variance, what’s the right approach?",You’d apply the relevant guidance for Variance — ensuring compliance and consistency.,Mini-problem
PM,Performance Management,Performance Measurement,Performance Measurement,Hard,"Let's test your understanding: when dealing with Performance Measurement, what should you do first?",Always refer back to the key objective of Performance Measurement when making this decision.,Mini-problem
PM,Performance Management,Performance Measurement,Performance Measurement,Easy,"In practice, how should a professional handle Performance Measurement?",Recognize the underlying concept in Performance Measurement and act accordingly.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,"Let's test your understanding: when dealing with Corporation Tax, what should you do first?",Always refer back to the key objective of Corporation Tax when making this decision.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Hard,"Quick check: under Corporation Tax, how should this issue be treated?",This would require professional judgment consistent with Corporation Tax standards.,Mini-problem
TX,Taxation,VAT,VAT,Hard,Imagine this situation under VAT. What’s the correct accounting or managerial response?,Always refer back to the key objective of VAT when making this decision.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Let's test your understanding: when dealing with VAT, what should you do first?",This would require professional judgment consistent with VAT standards.,Mini-problem
TX,Taxation,Tax Planning,Tax Planning,Easy,"Here’s a mini-problem: faced with Tax Planning, what’s the right approach?",Recognize the underlying concept in Tax Planning and act accordingly.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Medium,"Let's test your understanding: when dealing with Corporation Tax, what should you do first?",Recognize the underlying concept in Corporation Tax and act accordingly.,Mini-problem
TX,Taxation,Tax Planning,Tax Planning,Medium,"Here’s a mini-problem: faced with Tax Planning, what’s the right approach?",This would require professional judgment consistent with Tax Planning standards.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,"Here’s a mini-problem: faced with Corporation Tax, what’s the right approach?",This would require professional judgment consistent with Corporation Tax standards.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Let's test your understanding: when dealing with VAT, what should you do first?",This would require professional judgment consistent with VAT standards.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"In practice, how should a professional handle VAT?",Recognize the underlying concept in VAT and act accordingly.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,"Let's test your understanding: when dealing with Corporation Tax, what should you do first?",This would require professional judgment consistent with Corporation Tax standards.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Let's test your understanding: when dealing with VAT, what should you do first?",Recognize the underlying concept in VAT and act accordingly.,Mini-problem
TX,Taxation,Income Tax,Income Tax,Medium,"In practice, how should a professional handle Income Tax?",Recognize the underlying concept in Income Tax and act accordingly.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Let's test your understanding: when dealing with VAT, what should you do first?",This would require professional judgment consistent with VAT standards.,Mini-problem
TX,Taxation,Income Tax,Income Tax,Easy,"In practice, how should a professional handle Income Tax?",The correct response is to follow the principle that governs Income Tax.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Here’s a mini-problem: faced with VAT, what’s the right approach?",Always refer back to the key objective of VAT when making this decision.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Hard,"In practice, how should a professional handle Corporation Tax?",Recognize the underlying concept in Corporation Tax and act accordingly.,Mini-problem
TX,Taxation,Income Tax,Income Tax,Medium,"Here’s a mini-problem: faced with Income Tax, what’s the right approach?",Always refer back to the key objective of Income Tax when making this decision.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Hard,"Let's test your understanding: when dealing with Corporation Tax, what should you do first?",You’d apply the relevant guidance for Corporation Tax — ensuring compliance and consistency.,Mini-problem
TX,Taxation,Tax Planning,Tax Planning,Medium,"Here’s a mini-problem: faced with Tax Planning, what’s the right approach?",Always refer back to the key objective of Tax Planning when making this decision.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,"In practice, how should a professional handle Corporation Tax?",Recognize the underlying concept in Corporation Tax and act accordingly.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Medium,Imagine this situation under Corporation Tax. What’s the correct accounting or managerial response?,Recognize the underlying concept in Corporation Tax and act accordingly.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"In practice, how should a professional handle VAT?",This would require professional judgment consistent with VAT standards.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Here’s a mini-problem: faced with VAT, what’s the right approach?",The correct response is to follow the principle that governs VAT.,Mini-problem
TX,Taxation,Tax Planning,Tax Planning,Easy,"Quick check: under Tax Planning, how should this issue be treated?",Recognize the underlying concept in Tax Planning and act accordingly.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,Imagine this situation under Corporation Tax. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Corporation Tax — ensuring compliance and consistency.,Mini-problem
TX,Taxation,Tax Planning,Tax Planning,Medium,"Quick check: under Tax Planning, how should this issue be treated?",The correct response is to follow the principle that governs Tax Planning.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Here’s a mini-problem: faced with VAT, what’s the right approach?",Recognize the underlying concept in VAT and act accordingly.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,Imagine this situation under Corporation Tax. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Corporation Tax — ensuring compliance and consistency.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Quick check: under VAT, how should this issue be treated?",You’d apply the relevant guidance for VAT — ensuring compliance and consistency.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Hard,"In practice, how should a professional handle Corporation Tax?",This would require professional judgment consistent with Corporation Tax standards.,Mini-problem
TX,Taxation,Corporation Tax,Corporation Tax,Easy,"Let's test your understanding: when dealing with Corporation Tax, what should you do first?",Recognize the underlying concept in Corporation Tax and act accordingly.,Mini-problem
TX,Taxation,Tax Planning,Tax Planning,Easy,"Quick check: under Tax Planning, how should this issue be treated?",The correct response is to follow the principle that governs Tax Planning.,Mini-problem
TX,Taxation,VAT,VAT,Medium,"In practice, how should a professional handle VAT?",You’d apply the relevant guidance for VAT — ensuring compliance and consistency.,Mini-problem
TX,Taxation,VAT,VAT,Easy,"Quick check: under VAT, how should this issue be treated?",This would require professional judgment consistent with VAT standards.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Hard,"Let's test your understanding: when dealing with IFRS 16, what should you do first?",This would require professional judgment consistent with IFRS 16 standards.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Medium,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",Recognize the underlying concept in IFRS 16 and act accordingly.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Hard,"Here’s a mini-problem: faced with Ratios, what’s the right approach?",This would require professional judgment consistent with Ratios standards.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Medium,Imagine this situation under IFRS 15. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for IFRS 15 — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Easy,"Quick check: under Ratios, how should this issue be treated?",Recognize the underlying concept in Ratios and act accordingly.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Hard,"Here’s a mini-problem: faced with IFRS 15, what’s the right approach?",Always refer back to the key objective of IFRS 15 when making this decision.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Hard,"Here’s a mini-problem: faced with Ratios, what’s the right approach?",The correct response is to follow the principle that governs Ratios.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Easy,Imagine this situation under IFRS 15. What’s the correct accounting or managerial response?,The correct response is to follow the principle that governs IFRS 15.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Medium,"Here’s a mini-problem: faced with IFRS 15, what’s the right approach?",You’d apply the relevant guidance for IFRS 15 — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Easy,"Let's test your understanding: when dealing with IFRS 15, what should you do first?",The correct response is to follow the principle that governs IFRS 15.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Medium,"In practice, how should a professional handle IFRS 15?",The correct response is to follow the principle that governs IFRS 15.,Mini-problem
FR,Financial Reporting,Consolidation,Consolidation,Medium,"Quick check: under Consolidation, how should this issue be treated?",Recognize the underlying concept in Consolidation and act accordingly.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Easy,"Let's test your understanding: when dealing with IFRS 15, what should you do first?",You’d apply the relevant guidance for IFRS 15 — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Easy,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",This would require professional judgment consistent with IFRS 16 standards.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Easy,"Let's test your understanding: when dealing with IFRS 15, what should you do first?",Always refer back to the key objective of IFRS 15 when making this decision.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Medium,"In practice, how should a professional handle Ratios?",This would require professional judgment consistent with Ratios standards.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Easy,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",Always refer back to the key objective of IFRS 16 when making this decision.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Medium,"Let's test your understanding: when dealing with IFRS 16, what should you do first?",Recognize the underlying concept in IFRS 16 and act accordingly.,Mini-problem
FR,Financial Reporting,Consolidation,Consolidation,Easy,"Let's test your understanding: when dealing with Consolidation, what should you do first?",You’d apply the relevant guidance for Consolidation — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Easy,"Here’s a mini-problem: faced with Ratios, what’s the right approach?",You’d apply the relevant guidance for Ratios — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Easy,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",This would require professional judgment consistent with IFRS 16 standards.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Medium,"Let's test your understanding: when dealing with Ratios, what should you do first?",This would require professional judgment consistent with Ratios standards.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Easy,"In practice, how should a professional handle Ratios?",Recognize the underlying concept in Ratios and act accordingly.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Easy,"In practice, how should a professional handle IFRS 15?",Always refer back to the key objective of IFRS 15 when making this decision.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Easy,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",The correct response is to follow the principle that governs IFRS 16.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Easy,Imagine this situation under IFRS 16. What’s the correct accounting or managerial response?,Recognize the underlying concept in IFRS 16 and act accordingly.,Mini-problem
FR,Financial Reporting,Consolidation,Consolidation,Hard,"In practice, how should a professional handle Consolidation?",You’d apply the relevant guidance for Consolidation — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Hard,"Quick check: under Ratios, how should this issue be treated?",The correct response is to follow the principle that governs Ratios.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Hard,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",Recognize the underlying concept in IFRS 16 and act accordingly.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Hard,"Quick check: under IFRS 15, how should this issue be treated?",The correct response is to follow the principle that governs IFRS 15.,Mini-problem
FR,Financial Reporting,Ratios,Ratios,Easy,"Let's test your understanding: when dealing with Ratios, what should you do first?",The correct response is to follow the principle that governs Ratios.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Medium,"Here’s a mini-problem: faced with IFRS 16, what’s the right approach?",You’d apply the relevant guidance for IFRS 16 — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,IFRS 15,IFRS 15,Medium,Imagine this situation under IFRS 15. What’s the correct accounting or managerial response?,Recognize the underlying concept in IFRS 15 and act accordingly.,Mini-problem
FR,Financial Reporting,Consolidation,Consolidation,Hard,"Let's test your understanding: when dealing with Consolidation, what should you do first?",You’d apply the relevant guidance for Consolidation — ensuring compliance and consistency.,Mini-problem
FR,Financial Reporting,IFRS 16,IFRS 16,Easy,"In practice, how should a professional handle IFRS 16?",The correct response is to follow the principle that governs IFRS 16.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Medium,"Let's test your understanding: when dealing with Risk Management, what should you do first?",This would require professional judgment consistent with Risk Management standards.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Medium,"In practice, how should a professional handle Risk Management?",This would require professional judgment consistent with Risk Management standards.,Mini-problem
FM,Financial Management,Working Capital,Working Capital,Easy,"Let's test your understanding: when dealing with Working Capital, what should you do first?",You’d apply the relevant guidance for Working Capital — ensuring compliance and consistency.,Mini-problem
FM,Financial Management,Financing,Financing,Medium,"Let's test your understanding: when dealing with Financing, what should you do first?",This would require professional judgment consistent with Financing standards.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Easy,"Quick check: under Investment Appraisal, how should this issue be treated?",The correct response is to follow the principle that governs Investment Appraisal.,Mini-problem
FM,Financial Management,Financing,Financing,Easy,"In practice, how should a professional handle Financing?",Recognize the underlying concept in Financing and act accordingly.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Easy,"Here’s a mini-problem: faced with Investment Appraisal, what’s the right approach?",The correct response is to follow the principle that governs Investment Appraisal.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Easy,Imagine this situation under Risk Management. What’s the correct accounting or managerial response?,This would require professional judgment consistent with Risk Management standards.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Easy,"Let's test your understanding: when dealing with Risk Management, what should you do first?",Recognize the underlying concept in Risk Management and act accordingly.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Easy,"Let's test your understanding: when dealing with Risk Management, what should you do first?",Recognize the underlying concept in Risk Management and act accordingly.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Easy,"Let's test your understanding: when dealing with Risk Management, what should you do first?",You’d apply the relevant guidance for Risk Management — ensuring compliance and consistency.,Mini-problem
FM,Financial Management,Working Capital,Working Capital,Easy,"Let's test your understanding: when dealing with Working Capital, what should you do first?",Always refer back to the key objective of Working Capital when making this decision.,Mini-problem
FM,Financial Management,Financing,Financing,Hard,"In practice, how should a professional handle Financing?",This would require professional judgment consistent with Financing standards.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Hard,"In practice, how should a professional handle Investment Appraisal?",This would require professional judgment consistent with Investment Appraisal standards.,Mini-problem
FM,Financial Management,Financing,Financing,Medium,"In practice, how should a professional handle Financing?",You’d apply the relevant guidance for Financing — ensuring compliance and consistency.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Easy,"Let's test your understanding: when dealing with Investment Appraisal, what should you do first?",The correct response is to follow the principle that governs Investment Appraisal.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Hard,"Here’s a mini-problem: faced with Risk Management, what’s the right approach?",Recognize the underlying concept in Risk Management and act accordingly.,Mini-problem
FM,Financial Management,Financing,Financing,Easy,"Here’s a mini-problem: faced with Financing, what’s the right approach?",Recognize the underlying concept in Financing and act accordingly.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Hard,Imagine this situation under Risk Management. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Risk Management — ensuring compliance and consistency.,Mini-problem
FM,Financial Management,Financing,Financing,Easy,Imagine this situation under Financing. What’s the correct accounting or managerial response?,Always refer back to the key objective of Financing when making this decision.,Mini-problem
FM,Financial Management,Financing,Financing,Easy,"In practice, how should a professional handle Financing?",Recognize the underlying concept in Financing and act accordingly.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Medium,"Quick check: under Investment Appraisal, how should this issue be treated?",The correct response is to follow the principle that governs Investment Appraisal.,Mini-problem
FM,Financial Management,Working Capital,Working Capital,Easy,Imagine this situation under Working Capital. What’s the correct accounting or managerial response?,Recognize the underlying concept in Working Capital and act accordingly.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Medium,"Here’s a mini-problem: faced with Investment Appraisal, what’s the right approach?",Always refer back to the key objective of Investment Appraisal when making this decision.,Mini-problem
FM,Financial Management,Financing,Financing,Hard,Imagine this situation under Financing. What’s the correct accounting or managerial response?,Recognize the underlying concept in Financing and act accordingly.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Medium,"Let's test your understanding: when dealing with Investment Appraisal, what should you do first?",This would require professional judgment consistent with Investment Appraisal standards.,Mini-problem
FM,Financial Management,Investment Appraisal,Investment Appraisal,Medium,Imagine this situation under Investment Appraisal. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Investment Appraisal — ensuring compliance and consistency.,Mini-problem
FM,Financial Management,Risk Management,Risk Management,Easy,"Here’s a mini-problem: faced with Risk Management, what’s the right approach?",The correct response is to follow the principle that governs Risk Management.,Mini-problem
FM,Financial Management,Working Capital,Working Capital,Medium,"Here’s a mini-problem: faced with Working Capital, what’s the right approach?",Recognize the underlying concept in Working Capital and act accordingly.,Mini-problem
FM,Financial Management,Working Capital,Working Capital,Medium,"Quick check: under Working Capital, how should this issue be treated?",You’d apply the relevant guidance for Working Capital — ensuring compliance and consistency.,Mini-problem
FM,Financial Management,Financing,Financing,Medium,"In practice, how should a professional handle Financing?",This would require professional judgment consistent with Financing standards.,Mini-problem
FM,Financial Management,Financing,Financing,Medium,"In practice, how should a professional handle Financing?",This would require professional judgment consistent with Financing standards.,Mini-problem
FM,Financial Management,Financing,Financing,Easy,Imagine this situation under Financing. What’s the correct accounting or managerial response?,Recognize the underlying concept in Financing and act accordingly.,Mini-problem
FM,Financial Management,Working Capital,Working Capital,Easy,Imagine this situation under Working Capital. What’s the correct accounting or managerial response?,The correct response is to follow the principle that governs Working Capital.,Mini-problem
FM,Financial Management,Financing,Financing,Easy,"Quick check: under Financing, how should this issue be treated?",The correct response is to follow the principle that governs Financing.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Easy,"Here’s a mini-problem: faced with Governance, what’s the right approach?",This would require professional judgment consistent with Governance standards.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Easy,"Let's test your understanding: when dealing with Leadership, what should you do first?",Recognize the underlying concept in Leadership and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Hard,"Let's test your understanding: when dealing with Governance, what should you do first?",Recognize the underlying concept in Governance and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Easy,"Here’s a mini-problem: faced with Leadership, what’s the right approach?",This would require professional judgment consistent with Leadership standards.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,Imagine this situation under Strategy. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Strategy — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Easy,"Quick check: under Leadership, how should this issue be treated?",Always refer back to the key objective of Leadership when making this decision.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Hard,"In practice, how should a professional handle Governance?",Always refer back to the key objective of Governance when making this decision.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Easy,"Here’s a mini-problem: faced with Leadership, what’s the right approach?",Always refer back to the key objective of Leadership when making this decision.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Medium,"Let's test your understanding: when dealing with Governance, what should you do first?",Always refer back to the key objective of Governance when making this decision.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,Imagine this situation under Strategy. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Strategy — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,Imagine this situation under Strategy. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Strategy — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Medium,"Let's test your understanding: when dealing with Strategy, what should you do first?",Always refer back to the key objective of Strategy when making this decision.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Medium,"Let's test your understanding: when dealing with Leadership, what should you do first?",This would require professional judgment consistent with Leadership standards.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,Imagine this situation under Strategy. What’s the correct accounting or managerial response?,Always refer back to the key objective of Strategy when making this decision.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Hard,Imagine this situation under Governance. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Governance — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Risk Management,Risk Management,Easy,"Quick check: under Risk Management, how should this issue be treated?",Recognize the underlying concept in Risk Management and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Risk Management,Risk Management,Medium,"Let's test your understanding: when dealing with Risk Management, what should you do first?",Recognize the underlying concept in Risk Management and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Medium,"Quick check: under Leadership, how should this issue be treated?",You’d apply the relevant guidance for Leadership — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Medium,"Here’s a mini-problem: faced with Leadership, what’s the right approach?",This would require professional judgment consistent with Leadership standards.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Hard,"In practice, how should a professional handle Strategy?",Recognize the underlying concept in Strategy and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Hard,"In practice, how should a professional handle Governance?",Always refer back to the key objective of Governance when making this decision.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,"Here’s a mini-problem: faced with Strategy, what’s the right approach?",Recognize the underlying concept in Strategy and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Medium,Imagine this situation under Strategy. What’s the correct accounting or managerial response?,Recognize the underlying concept in Strategy and act accordingly.,Mini-problem
SBL,Strategic Business Leader,Risk Management,Risk Management,Medium,Imagine this situation under Risk Management. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Risk Management — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Hard,"Here’s a mini-problem: faced with Leadership, what’s the right approach?",You’d apply the relevant guidance for Leadership — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Hard,"Here’s a mini-problem: faced with Governance, what’s the right approach?",Always refer back to the key objective of Governance when making this decision.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,"Here’s a mini-problem: faced with Strategy, what’s the right approach?",The correct response is to follow the principle that governs Strategy.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Easy,"Let's test your understanding: when dealing with Governance, what should you do first?",Always refer back to the key objective of Governance when making this decision.,Mini-problem
SBL,Strategic Business Leader,Risk Management,Risk Management,Medium,"Let's test your understanding: when dealing with Risk Management, what should you do first?",Always refer back to the key objective of Risk Management when making this decision.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Easy,"Quick check: under Strategy, how should this issue be treated?",The correct response is to follow the principle that governs Strategy.,Mini-problem
SBL,Strategic Business Leader,Strategy,Strategy,Medium,"In practice, how should a professional handle Strategy?",The correct response is to follow the principle that governs Strategy.,Mini-problem
SBL,Strategic Business Leader,Leadership,Leadership,Easy,"Let's test your understanding: when dealing with Leadership, what should you do first?",You’d apply the relevant guidance for Leadership — ensuring compliance and consistency.,Mini-problem
SBL,Strategic Business Leader,Risk Management,Risk Management,Easy,Imagine this situation under Risk Management. What’s the correct accounting or managerial response?,This would require professional judgment consistent with Risk Management standards.,Mini-problem
SBL,Strategic Business Leader,Governance,Governance,Easy,"Here’s a mini-problem: faced with Governance, what’s the right approach?",This would require professional judgment consistent with Governance standards.,Mini-problem
SBL,Strategic Business Leader,Risk Management,Risk Management,Medium,"Let's test your understanding: when dealing with Risk Management, what should you do first?",Always refer back to the key objective of Risk Management when making this decision.,Mini-problem
SBR,Strategic Business Reporting,Ethics,Ethics,Medium,Imagine this situation under Ethics. What’s the correct accounting or managerial response?,Always refer back to the key objective of Ethics when making this decision.,Mini-problem
SBR,Strategic Business Reporting,Ethics,Ethics,Medium,"Here’s a mini-problem: faced with Ethics, what’s the right approach?",The correct response is to follow the principle that governs Ethics.,Mini-problem
SBR,Strategic Business Reporting,Ethics,Ethics,Hard,"Let's test your understanding: when dealing with Ethics, what should you do first?",Recognize the underlying concept in Ethics and act accordingly.,Mini-problem
SBR,Strategic Business Reporting,Ethics,Ethics,Easy,"Here’s a mini-problem: faced with Ethics, what’s the right approach?",This would require professional judgment consistent with Ethics standards.,Mini-problem
SBR,Strategic Business Reporting,Ethics,Ethics,Easy,Imagine this situation under Ethics. What’s the correct accounting or managerial response?,The correct response is to follow the principle that governs Ethics.,Mini-problem
SBR,Strategic Business Reporting,Conceptual Framework,Conceptual Framework,Easy,"In practice, how should a professional handle Conceptual Framework?",You’d apply the relevant guidance for Conceptual Framework — ensuring compliance and consistency.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Medium,"Quick check: under Disclosures, how should this issue be treated?",This would require professional judgment consistent with Disclosures standards.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Easy,"In practice, how should a professional handle Disclosures?",Always refer back to the key objective of Disclosures when making this decision.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Medium,"Here’s a mini-problem: faced with Disclosures, what’s the right approach?",This would require professional judgment consistent with Disclosures standards.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Easy,Imagine this situation under Disclosures. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Disclosures — ensuring compliance and consistency.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Medium,"Here’s a mini-problem: faced with Disclosures, what’s the right approach?",The correct response is to follow the principle that governs Disclosures.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Medium,Imagine this situation under Disclosures. What’s the correct accounting or managerial response?,Recognize the underlying concept in Disclosures and act accordingly.,Mini-problem
SBR,Strategic Business Reporting,Conceptual Framework,Conceptual Framework,Easy,"Let's test your understanding: when dealing with Conceptual Framework, what should you do first?",The correct response is to follow the principle that governs Conceptual Framework.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Hard,"In practice, how should a professional handle Disclosures?",You’d apply the relevant guidance for Disclosures — ensuring compliance and consistency.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Medium,"Quick check: under Disclosures, how should this issue be treated?",Always refer back to the key objective of Disclosures when making this decision.,Mini-problem
SBR,Strategic Business Reporting,Conceptual Framework,Conceptual Framework,Easy,"Let's test your understanding: when dealing with Conceptual Framework, what should you do first?",The correct response is to follow the principle that governs Conceptual Framework.,Mini-problem
SBR,Strategic Business Reporting,IFRS Application,IFRS Application,Easy,"Quick check: under IFRS Application, how should this issue be treated?",You’d apply the relevant guidance for IFRS Application — ensuring compliance and consistency.,Mini-problem
SBR,Strategic Business Reporting,Disclosures,Disclosures,Hard,Imagine this situation under Disclosures. What’s the correct accounting or managerial response?,You’d apply the relevant guidance for Disclosures — ensuring compliance and consistency.,Mini-problem
SBR,Strategic Business Reporting,Conceptual Framework,Conceptual Framework,Easy,"Quick check: under Conceptual Framework, how should this issue be treated?",You’d apply the relevant guidance for Conceptual Framework — ensuring compliance and consistency.,Mini-problem
SBR,Strategic Business Reporting,Ethics,Ethics,Hard,"Here’s a mini-problem: faced with Ethics, what’s the right approach?",This would require professional judgment consistent with Ethics standards.,Mini-problem
